affinity,afinidad {f},{n} /əˈfɪnɪti/ (natural attraction for something)
affinity,afinidad {f},{n} (passionate love for something)
affirm,afirmar,{v} (to agree with or verify)
affirm,afirmar,{v} (to support or encourage)
affirmance,,{n} (affirmation) SEE:
affirmation,declaración {f},{n} /æfɝˈmeɪʃn/ (declaration of truth; oath)
affirmative,afirmativo,{adj} /əˈfɝmətɪv/ (pertaining to truth)
affirmative,positivo,{adj} (positive)
affirmative,oración afirmativa {f},{n} (An answer that shows agreement or acceptance)
affirmative sentence,frase afirmativa {f},{n} (sentence that affirms)
affix,afijo,{n} /ˈæfɪks/ (linguistics: a bound morpheme added to a word’s stem)
affix,afijo {m},{n}
affix,"fijar, pegar",{v} (to attach)
afflatus,inspiración {f},{n} (sudden rush of creative impulse)
afflict,afligir,{v} (To cause pain to)
affliction,"aflicción {f}, tribulación {f}","{n} (a state of pain, suffering, distress or agony)"
affluence,"abundancia {f}, afluencia {f}, prosperidad {f}",{n} /ˈæf.lu.əns/ (a large amount of wealth)
affluent,"adinerado {m}, rico {m}",{adj} (abounding in goods or riches; materially wealthy)
affluent,abundante,{adj} (abundant)
affluent,afluente,{adj} (tributary)
affluent,,{n} /ˈæf.lu.ənt/ (tributary) SEE:
affordable,asequible,{adj} /ʌˈfɔɹdʌbəl/ (able to be afforded)
affreightment,"fletamento {m}, flete {m} (hiring of a cargo vehicle)",{n} (hire a vessel for cargo)
affricate,africada {f},{n} /ˈæf.ɹɪ.kɪt/ (a sound produced using a combination of a plosive and a fricative)
affront,afrenta {f},"{n} (open or intentional offense, slight, or insult)"
affront,"afrentar, ofender","{v} /əˈfɹʌnt/ (to insult intentionally, especially openly)"
Afghan,afgano,{adj} (pertaining to Afghanistan)
Afghan,"afgano {m}, afgana {f}",{n} /ˈæfˌɡæn/ (person from Afghanistan)
Afghan hound,,{n} (Afghan Hound) SEE:
Afghani,,{adj} (relating to Afghanistan) SEE:
Afghani,,{n} (citizen or native of Afghanistan) SEE:
Afghani,,{n} (money) SEE:
Afghanistan,Afganistán {m},{prop} /æfˈɡæn.ɪˌstæn/ (country)
afire,ardiendo,{adj} (on fire)
aflame,"en llamas, llameante","{adj} (in flames, on fire)"
afloat,a flote,{adv} (floating)
afoot,"a pie, andando",{adv} /ʌˈfʊt/ (on foot)
afoot,en marcha,{adv} (in progress)
aforementioned,"ya mencionado, antedicho, sobredicho",{adj} /əˌfoː(ɹ)ˈmɛn.ʃənd/ (previously mentioned)
aforesaid,antedicho,{adj} /əˈfɔɹsɛd/ (previously stated)
afraid,temerse que,"{adj} (colloquially, express sorrow)"
afraid,tener miedo,{adj} /əˈfɹeɪd/ (impressed with fear or apprehension; in fear; apprehensive)
afresh,"de nuevo, otra vez",{adv} /ʌˈfɹɛʃ/ (anew; again)
Africa,África {f},{prop} /ˈæfɹɪkə/ (continent south of Europe)
Africa-Eurasia,,{prop} /ˈæf.rɪk.ə.jʊrˈeɪ.ʒə/ (Afro-Eurasia) SEE:
African,africano,"{adj} /ˈæf.ɹɪ.kən/ (of, or pertaining to Africa)"
African,"africano {m}, africana {f}",{n} (a native of Africa)
African American,,{adj} (African-American) SEE:
African American,,{n} (African-American) SEE:
African-American,afroamericano,{adj} (American and black)
African elephant,elefante africano {m},{n} (
African Union,Unión Africana {f},{prop} (multinational organisation)
African violet,violeta africana {f},{n} (perennial plant of the genus Saintpaulia)
African wild dog,,{n} (
Afrikaans,afrikáans {m},{prop} /ˌɑːfrɪˈkɑːnz/ (language)
Afrikaner,,{n} (breed of cattle) SEE:
afro,afro {m},{n} /ˈæfroʊ/ (hairstyle)
Afro-American,"afroamericano {m}, afroamericana {f}",{n} (a resident of the United States who is of African heritage)
Afro-Eurasia,"Eurafrasia, África-Eurasia, Euroasiático-africano",{prop} /ˈæf.roʊ.jʊrˈeɪ.ʒə/ (supercontinent)
Afrophobia,afrofobia {f},"{n} (the fear, hate or dislike of Africans)"
aft,a popa,{adv} /æft/ (to the stern)
after,después,{adv} /ˈæftɚ/ (behind; later in time; following)
after,después,{conj} (Signifies that the action of its clause takes place before the action of the other clause)
after,después de,{prep} (as a result of)
after,"detrás de, tras",{prep} (behind)
after,por,"{prep} (in allusion to, in imitation of; following or referencing)"
after,tras,"{prep} (in pursuit of, seeking)"
after,a pesar de,{prep} (in spite of)
after,después,{prep} (subsequently; following in time; later than)
after all,"después de todo, al final",{adv} (in the end; anyway)
afterbirth,alumbramiento {m},{n} (material expelled after childbird)
after dark,después de anochecer,"{prep phrase} (after nightfall, at night)"
aftereffect,efecto secundario {m},{n} /ˡɑftə(r).ɪˌfekt/ (any delayed effect)
afterfeather,,{n} (downy lower barbs of a feather) SEE:
afterlife,"ultratumba {f}, más allá {m}, inframundo {m}",{n} /ˈæftɚˌlaɪf/ (life after death)
aftermath,"consecuencias {f} {p}, resultados {m} {p}","{n} /ˈɑːf.tɚˌmɑːθ/ (that which happens after, that which follows)"
afternoon,tarde {f},{n} /ˌæftɚˈnuːn/ (part of the day between noon and evening)
aftershock,réplica,{n} (earthquake that follows in the same vicinity as another)
afterthought,idea tardía {f},{n} /ˈæft.ɚ.θɔt/ (a subsequent thought)
afterthought,ocurrencia tardía {f},{n} (something additional)
afterward,"consecuentemente, en seguida",{adv} (afterward)
afterwards,después,{adv} /ˈæftɚwɚdz/ (at a later or succeeding time)
again,"otra vez, de nuevo, nuevamente",{adv} /əˈɡɛn/ (another time)
again and again,una y otra vez,{adv} (repeatedly)
against,contra,{prep} /əˈɡɛnst/ (in a contrary direction to)
against,en contra,{prep} (in competition with)
against,"contra, frente",{prep} (in front of; before a background)
against,"en contra, enfrente, en pugna",{prep} (in opposition to)
against,contra,{prep} (in physical contact with)
against all odds,contra todo pronóstico,{prep phrase} (despite seemingly insurmountable opposition or probability)
against the clock,contra reloj,{prep phrase} (in a time-restricted manner)
against the grain,contramano,{prep phrase} /əˈɡɛnst ðə ɡreɪn/ (contrary to what is expected.)
agape,boquiabierto,{adj} /əˈɡeɪp/ (astonished)
agape,ágape,{n} /əˈɡɑːpeɪ/ (love feast)
agarwood,"agáloco, áloe",{n} (type of heartwood)
agate,ágata {f},{n} /ˈæɡ.et/ (mineral)
Agatha,Águeda {f},{prop} (female given name)
agave,maguey {m},{n} (genus)
age,,{n} (century) SEE:
age,años,{n} /eɪdʒ/ (whole duration of a being)
age,generación {f},{n} (generation)
age,"época {f}, era {f}",{n} (great period in the history of the Earth)
age,tercera edad,{n} (latter part of life)
age,edad,{n} (one of the stages of life)
age,edad,{n} (particular period of time in history)
age,edad {f},{n} (part of the duration of a being or thing between its beginning and any given time)
age,mayoría,{n} (time of life when one attains full person rights)
age,envejecerse,{v} (intransitive: become old)
age,envejecer,{v} (transitive: cause to grow old)
ageless,eterno,{adj} (timeless)
ageless,eternamente joven,{adj} (youthful)
agency,"oficina {f}, agencia {f}",{n} /ˈeɪ.dʒən.si/ (agency - the place of business of an agent)
agenda,"agenda {f}, programa {m}",{n} /ʌˈdʒɛn.də/ (temporally organized plan)
agenda,"agenda {f}, orden del dia {m}",{n} (list of matters to be taken up)
agent,agente {m},{n} /ˈeɪ.dʒɛnt/ (one who acts in place of another)
age of majority,mayoría de edad {f},{n} (age at which the rights and privileges of an adult are legally granted)
agglutinative,aglutinante,{adj} (having words derived by combining parts)
aggravate,"agravar, empeorar","{v} /ˈæɡ.rə.vet/ (To make worse, or more severe)"
aggravate,"irritar, exasperar",{v} (To exasperate; to provoke; to irritate)
aggravation,agravio {m},{n} (act of aggravating)
aggregate,"agregado {m}, conglomerado {m}",{adj} (consisting or formed of smaller objects or parts)
aggregate,"total {m}, conjunto {m}",{adj} (Formed by a collection of particulars into a whole mass or sum)
aggregate,"agregado {m}, conjunto {m}","{n} /ˈæɡrɪɡət/ (a mass, assemblage, or sum of particulars)"
aggregate,"juntar, sumar",{v} (To bring together; to collect into a mass or sum)
aggression,agresión {f},{n} (act of initiating hostilities or invasion)
aggression,agresión {f},{n} (hostile or destructive behavior or actions)
aggressive,agresivo,{adj} /ʌˈɡɹɛs.ɪv/ (tending or disposed to aggress)
aggressively,agresivamente,{adv} (in an aggressive manner)
aggressiveness,agresividad {f},{n} (state or quality being aggressive)
aggressor,"agresor {m}, agresora {f}",{n} (the person who first attacks or makes an aggression)
aggrieved,"ofendido, herido",{adj} (angry or resentful)
aghast,"espantado, aterrado, horrorizado, asustado, pasmado, atemorizado",{adj} /ʌˈɡæst/ (terrified)
agile,ágil,{adj} /ˈæd͡ʒ.aɪl/ (having the faculty of quick motion in the limbs)
agile gibbon,gibón ágil {m},{n} (Hylobates agilis)
agility,agilidad {f},{n} /əˈdʒɪl.ɪ.ti/ (quality of being agile)
agitate,agitar,"{v} /ˈæ.dʒɪ.teɪt/ (to move with a violent, irregular action)"
agitate,perturbar,"{v} (to stir up, to disturb or excite)"
agitation,"agitación {f}, desasosiego {m}",{n} /æ.d͡ʒɪˈteɪ.ʃən/ (Act of agitating)
agitation,inquietud {f},{n} (a stirring; a disturbance of tranquility)
agitator,"agitador {m}, agitadora {f}",{n} (one who agitates)
Aglaia,Aglaya {f},{prop} (female given name)
aglet,,{n} (catkin) SEE:
aglet,,{n} (cover of a shoelace) SEE:
agnate,agnado,{adj} (related by male connections)
agnathic,,{adj} (agnathous) SEE:
Agnes,Inés,{prop} /ˈæɡ.nɪs/ (female given name)
agnostic,agnóstico,{adj} (of or relating to agnosticism)
agnostic,"agnóstico {m}, agnóstica {f}",{n} /æɡˈnɑːstɪk/ (one who holds to a form of agnosticism.)
agnosticism,agnosticismo {m},"{n} /æɡˈnɑstɪsɪzəm/ (view that the existence of a God or gods is unknown, unknowable, unproven, or unprovable)"
ago,"hace [used before the time], atrás [used after the time]",{adv} /əˈɡəʊ/ (past; gone by; since)
agog,"ansioso, curioso",{adj} /əˈɡɒɡ/ (in eager desire)
agonize,agonizar,{v} (to writhe with agony; to suffer violent anguish.)
agonizing,"terrible, angustioso",{adj} (causing agony)
agony,agonía {f},{n} /ˈæɡəniː/ (violent contest or striving)
agony,"agonía {f}, angustia {f}",{n} (extreme pain of mind or body)
agony,agonía {f},{n} (last struggle of life)
a good beginning makes a good ending,lo que bien empieza bien acaba,{proverb} (good beginnings promise a good end)
agoraphobia,agorafobia,{n} /ˌæɡərəˈfoʊbiə/ (fear of open spaces)
agoraphobic,agorafóbico,{adj} (pertaining to agoraphobia)
agouti,"agutí {m}, añuje {m} [Peru], cotuza {f} [El Salvador, Guatemala], guatusa {f} [Costa Rica, Honduras, Nicaragua], jochi colorado {m} [Bolivia], ñeque {m} [Colombia, Panama], picure {m} [Venezuela], sereque {m} [Mexico]",{n} /əˈɡuːti/ (a rodent similar in appearance to a guinea pig but having longer legs)
agrarian,agrario,{adj} /əˈɡɹɛɹi.ən/ (relating to the cultivation of land)
agree,"estar de acuerdo, coincidir",{v} /əˈɡriː/ (harmonize in opinion; be in unison or concord; be united; concur)
agree,concordar,"{v} (grammar: to correspond in gender, number, case, or person)"
agree,"acceder, asentir","{v} (to yield assent, to accede)"
agreeable,conforme,{adj} (conforming)
agreeable,"lisonjero, agradable",{adj} /əˈɡriːəbl/ (pleasing)
agreeable,dispuesto,{adj} (willing; ready to agree or consent)
agreeably,agradablemente,{adv} (in an agreeable manner)
agreed,"de acuerdo, concordo",{interj} (interjection that expresses agreement)
agreement,"acuerdo {m}, convenio {m}",{n} /əˈɡɹiːmənt/ (An understanding to follow a course of conduct)
agreement,concordancia {f},{n} (grammatical agreement)
agreement,"acuerdo {m}, convenio {m}, contrato {m}",{n} (legally binding contract enforceable in a court of law)
agreement,acuerdo {m},{n} (state whereby several parties share a view or opinion)
agricultural,agrícola,{adj} /ˌæɡɹɪˈkəlt͡ʃəɹəl/ (agricultural)
agriculture,agricultura {f},{n} /ˈæɡrɪˌkʌltʃɚ/ (the art or science of cultivating the ground)
agriculturist,agrícola,{adj} (of or pertaining to agriculture or agriculturists)
agriculturist,"agricultor {m}, agricultora {f}","{n} (one who practices agriculture, a farmer, a gardener)"
agriculturize,agriculturizar,{v} (to convert a community)
agriculturize,agriculturizar,{v} (to convert land)
agrimi,kri-kri {m},{n} (type of goat)
agronomist,agrónomo {m},{n} (scientist specialized in agronomy)
agronomy,agronomía {f},"{n} (science of utilizing plants, animals, and soils for food, fuel, feed and more)"
aground,"encallado, varado",{adv} (resting on the bottom)
Aguascalientes,Aguascalientes {m},{prop} (state of Mexico)
ague,"escalofrío {m}, fiebre intermitente {f}","{n} /ˈeɪ.ɡju/ (intermittent fever, attended by alternate cold and hot fits)"
ague,,{n} (malaria) SEE:
aha,ajá,"{interj} (exclamation of understanding, realization, invention, or recognition)"
ahead,enfrente de,{adv} /əˈhɛd/ (in or to the front)
ahorse,,{adv} /əˈhɔːs/ (on the back of a horse) SEE:
ahorseback,,{adv} (on the back of a horse) SEE:
aid,,{n} (aide-de-camp) SEE:
aid,"ayudante {m} {f}, asistente {m} {f}",{n} (a person that promotes or helps in something being done; a helper)
aid,"ayuda {f}, auxilio {m}",{n} /eɪd/ (help; succor; assistance; relief)
aid,"remedio {m}, recurso {m}",{n} (something which helps; a material source of help)
aid,ayudar,{v} (to support)
Aida,Aída,{prop} (female given name)
aide,ayudante {m} {f},{n} /eɪd/ (assistant)
aide-de-camp,edecan {m},{n} (military officer)
AIDS,"SIDA {m}, sida {m}",{acronym} /eɪdz/ (acquired immune deficiency syndrome)
aiglet,herrete {m},{n} /ˈeɪ.ɡlɛt/ (tip on a ribbon or cord)
ail,enfermedad {f},{n} (An ailment; trouble; illness)
ail,"causar dolor a, molestar",{v} /eɪl/ (to cause to suffer)
ail,adolecer,{v} (to be ill)
aileron,alerón {m},{n} (Hinged part on trailing edge of airplane wing)
ailment,"dolencia {f}, enfermedad {f}, achaque {m}",{n} (something which ails one; a disease; sickness)
aim,objetivo {m},{n} /eɪm/ (point intended to be hit)
aim,"objetivo {m},intención {m}",{n} (Intention; purpose)
aim,apuntar,{v} (to direct the intention or purpose)
aim,"apuntar, dirigir, lazar",{v} (to point or direct a missile weapon)
aimless,"sin rumbo, sin objeto",{adj} /ˈeɪm.lɛs/ (without aim)
aimlessly,"sin rumbo, sin objeto",{adv} (without an aim)
Ainu,ainu,{adj} (pertaining to ethnic group or language)
Ainu,ainu,{prop} (ethnic group)
Ainu,ainu {m},{prop} (language)
aioli,ajiaceite {m} alioli {m},"{n} /ʌɪˈəʊli/ (A form of mayonnaise made from garlic, egg, lemon juice and olive oil)"
air,aire {m},{n} /ɛɹ/ (historical: one of the basic elements)
air,aire {m},{n} (mixture of gases making up the atmosphere of the Earth)
air,aria {f},"{n} (music: a song, an aria)"
air,"aerar, airear",{v} (to bring into contact with the air)
airbag,bolsa de aire {f},{n} (protective system in automobiles)
air base,,{n} (airbase) SEE:
airbase,base aérea {f},{n} (military airport)
air bladder,,{n} (swim bladder) SEE:
airborne,"transportado por el aire, aerotransportado",{adj} (carried by the air)
airborne,volando,{adj} (in flight)
airbus,aerobus {m},{n} (a type of airliner)
Airbus,Aerobus {m},{prop} (a European aircraft manufacturer)
air-condition,"climatizar, condicionar con el aire",{v} (to mechanically cool a space or and entire structure)
air conditioner,acondicionador de aire {m},{n} (air conditioner)
air conditioning,"aire acondicionado {m}, climatizador {m}",{n} (an air conditioner or system of air conditioners)
air conditioning,aire acondicionado {m},{n} (the state of temperature and humidity produced by an air conditioner)
aircraft,"avión {m}, aeronave {f}",{n} /ɛəkɹɑː̩ft/ (machine capable of atmospheric flight)
aircraft carrier,portaaviones {m},{n} (warship for launching aircraft)
airer,,{n} (clotheshorse) SEE:
airfield,"aeródromo {m}, campo de aviación {m}",{n} (place where airplanes can take off and land)
airfoil,"perfil alar, perfil aerodinámico, perfil",{n} (structure shaped to produce lift when moving in air)
airfoil,,{n} (wing of an aircraft) SEE:
air force,fuerza aérea {f},{n} (branch of the military devoted to air warfare)
air hole,(región de) corriente descendente,{n} (air pocket)
air hole,respiradero {m},{n} (blowhole)
air hole,espiráculo {m},{n} (hole in surface)
airlift,puente aéreo {m},{n} /ˈɛəlɪft/ (the transportation of troops)
airline,aerolínea,{n} (company that flies airplanes)
airliner,avión de pasajeros {m},{n} (passenger aircraft)
airmail,correo aéreo {m},{n} /ˈɛəmeɪl/ (the system of conveying mail using aircraft)
airmail,correo aéreo {m},{n} (the items of mail so carried)
airman,"aviador {m}, aviadora {f}",{n} (pilot)
air pistol,pistola de aire {f},{n} (pistol that propels a pellet)
airplane,"avión {m}, aeroplano {m}",{n} (powered aircraft)
air pocket,(región de) corriente descendente,"{n} (a local region of low atmospheric pressure, or a local downward current)"
air pollution,contaminación ambiente {f},{n} (contamination of the atmosphere by noxious gases and particulates)
airport,aeropuerto {m},{n} /ˈɛːpɔːt/ (a place designated for airplanes)
air pump,bomba de aire {f},"{n} (pump that moves air either into, or out of, something)"
air-raid shelter,"refugio antiaéreo {m}, refugio antibombas {m}",{n} (reinforced underground shelter designed to give protection against air raids)
air rifle,rifle de aire {m},{n} (rifle)
airscrew,hélice,{n} (propeller of an aircraft)
airship,"dirigible {m}, zepelín {m}, aeronave {f}",{n} (A lighter-than-air aircraft)
airstrip,pista de aterrizaje {f},{n} (an aircraft landing field)
airtight,hermético,{adj} (being impermeable to air or other gases)
air traffic control,control de tráfico aéreo {m},{n} (system designed to give assistance to aircraft)
airwaves,"radio {m}, televisión {f}",{n} (radio or television broadcasts)
airway,,{n} (trachea) SEE:
airway,,{n} (windpipe) SEE:
airworthiness,aptitud para volar {f},{n} (the state of being airworthy)
airworthy,"navegable, apto para volar",{adj} (being able to fly)
aisle,nave lateral {f},"{n} /aɪ̯l/ (wing of a building, notably in a church)"
aisle,pasillo {m},{n} (clear path through rows of seating)
aisle,pasillo {m},{n} (corridor in a supermarket)
aitch,hache {f},"{n} /eɪtʃ/ (name of the letter H, h)"
ajar,"entreabierto, entornado",{adj} (slightly turned or opened)
ajar,entreabierto,{adv} /əˈd͡ʒɑɹ/ (slightly turned or opened)
a journey of a thousand miles begins with a single step,un viaje de mil millas comienza con un solo paso,{proverb} (a journey of a thousand miles begins with a single step)
AKA,TCC,{prep} (also known as)
Akan,"acano, akan",{prop} (language group spoken in Ghana)
Akan,"akan, acano",{prop} (Niger-Congo language)
akimbo,en jarras,{adj} /əˈkɪm.boʊ/ (with a crook or bend; with the hand on the hip and elbow turned outward)
akimbo,en jarras,{adv} (with arms akimbo)
akin,emparentado,{adj} /ʌˈkɪn/ (of the same kin; related by blood)
akin,semejante,{adj} (of the same kind; similar)
akinetic,,{adj} (akinesic) SEE:
Akkadian,acadio,{adj} /əˈkeɪ.di.ən/ (pertaining to the language)
Akkadian,acadio {m},{prop} (Semitic language)
Alabama,Alabama,{prop} /ˌæ.lə.ˈbæ.mə/ (U.S. State)
alabaster,alabastro {m},{n} /ˈæl.əˌbæs.tɚ/ (variety of gypsum)
alacrity,"alacridad {f}, presteza {f}",{n} /əˈlæk.ɹɪ.ti/ (promptness)
alan,alano {m},{n} (a wolfhound)
Alan,Alano; Alán,{prop} (male given name)
Al-Andalus,Al-Ándalus,{prop} (Islamic Spain)
alanine,alanina {f},{n} (nonessential amino acid; C
Alaric,Alarico,{prop} (king of Visigoths)
alarm,alarma {m},{n} /əˈlɑɹm/ (summons to arms)
alarm,despertador {m},{n} (mechanical contrivance for awaking)
alarm clock,despertador {m},{n} (type of clock)
alarming,alarmante,{adj} (causing alarm)
alas,"ay, ay de mí","{interj} /əˈlas/ (exclamation of sorrow, etc.)"
Alaska,Alaska {f},{prop} /ə.ˈlæ.skə/ (US state)
Alaskan,"alaskeño, alasqueño","{adj} (of or pertaining to Alaska, its people or its culture)"
alated,,{adj} (alate) SEE:
Albacete,Albacete,{prop} (province)
Alban,Albano,{prop} (male given name)
Albania,Albania {f},{prop} /ælˈbeɪ.ni.ə/ (country in south-eastern Europe)
Albanian,albanés,{adj} /ælˈbeɪniən/ (Of or pertaining to Albania)
Albanian,"albanés {m}, albanesa {f}",{n} (Person from Albania)
Albanian,albanés {m},{prop} (language)
Albany,Albany,{prop} (capital of New York)
albatross,albatros {m},{n} /ˈæl.bəˌtrɔs/ (seabird)
albedo,albedo {m},{n} /ælˈbi.doʊ/ (the fraction of incident light or radiation reflected by a surface or body)
albeit,"aunque, no obstante, si bien",{conj} /ɔːlˈbi.ɪt/ (despite its being; although)
Albert,Alberto,{prop} /ˈælbɚt/ (male given name)
Alberta,Alberta {f},{prop} /ˌælˈbɜː(ɹ).tə/ (province)
Albin,Albino,{prop} (male given name)
albinism,albinismo {m},{n} (lack of melanin pigmentation)
albino,albino,{adj} /ælˈbaɪnoʊ/ (congenitally lacking melanin)
albino,"albino {m}, albina {f}",{n} (one congenitally lacking melanin)
albinoism,,{n} (albinism) SEE:
Albireo,Albireo,{prop} (Beta (β) Cygni.)
albite,albita {f},{n} (plagioclase feldspar)
album,álbum {m},"{n} (book for photographs, stamps, or autographs)"
album,álbum {m},{n} (group of audio recordings on any media)
album,álbum {m},{n} (vinyl record)
albumen,"albumen {f}, clara {f}",{n} (white part of an egg)
albumenoid,,{n} (albuminoid) SEE:
albumin,albúmina {f},{n} /æl.'bjuː.mən/ (class of monomeric proteins that are soluble in water)
alcazar,alcázar {m},{n} (Moorish fortress)
alchemist,alquimista {m},{n} (one who practices alchemy)
alchemy,alquimia {f},{n} (ancient chemistry)
alchemy,alquimia {f},{n} (causing of mysterious transmutation)
alcohol,alcohol {m},{n} /ˈælkəhɔl/ (organic chemistry sense)
alcohol,alcohol {m},{n} (intoxicating beverage)
alcoholic,alcohólico,{adj} (having more than a trace amount of alcohol in its contents)
alcoholic,alcohólico,{adj} (of or pertaining to alcohol)
alcoholic,alcohólico {m},{n} /ˌæl.kəˈhɒl.ɪk/ (a person addicted to alcohol)
alcoholic,alcohólico {m},{n} (one who abuses alcohol)
Alcoholics Anonymous,Alcohólicos Anónimos,{prop} (proper noun)
alcoholism,alcoholismo {m},{n} (acute alcohol poisoning)
alcoholism,alcoholismo {m},{n} (chronic disease)
alcoholometer,alcoholímetro {m},{n} (Specialized form of hydrometer used to measure amount of alcohol in liquid)
alcove,"hornacina {f}, hueco {m}, nicho {m}",{n} /ˈælkəʊv/ (small recessed area)
aldaric acid,ácido aldárico {m},{n} (polyhydroxy dicarboxylic acid)
aldehyde,aldehído {m},{n} (organic compound of the general formula
alder,aliso {m},{n} /ˈɔldɚ]/ (any tree or shrub of the genus Alnus)
alderman,concejal {m} {f},{n} (member of a municipal legislative body in a city or town)
aldolase,aldolasa {f},{n} (enzyme present in some tissue)
aldonic,aldónico,{adj} (of or pertaining to the aldonic acids)
aldonic acid,ácido aldónico {m},{n} (any of a class of polyhydroxy carboxylic acids)
aldose,aldosa {f},{n} (any of a class of monosaccharides)
ale,"cerveza inglesa {f}, ale {f}, cerveza ale {f}",{n} /ˈeɪ.l̩/ (intoxicating liquor)
aleatory,aleatorio,"{adj} /ˈæɪlɪətɔri/ (depending on the throw of a die; random, arising by chance)"
Alejandro,,{prop} (cognates of Alejandro) SEE:
a leopard cannot change its spots,"genio y figura hasta la sepultura, no hay que pedir peras al olmo",{proverb} (one cannot change one's own nature)
Aleppo,Alepo {m},{prop} /əˈlɛpoʊ/ (Syrian city)
alert,"alerto, vigilante",{adj} (attentive)
alert,"alerta {f}, alarma {f}",{n} (an alarm)
alert,alertar,{v} (to give warning to)
alertly,con listeza,{adv} (with alertness)
alertness,vigilancia,{n} /ʌˈlɚt.nɛs/ (quality of being alert)
Aleutian Islands,Islas Aleutianas {f} {p},{prop} /æliːuːʃən ɑɪlændz/ (archipelago)
Alex,,{prop} /ˈælɪks/ (male given name) SEE:
Alexander,Alejandro {m},{prop} /ˌælɨɡˈzændɚ/ (male given name)
Alexander the Great,Alejandro Magno {m},{prop} (the king of Macedonia)
Alexandra,Alejandra,{prop} (female given name)
Alexandria,Alejandría {f},{prop} (city in Egypt)
Alexandroupoli,Alejandrópolis,{prop} (city)
Alexius,Alejo,{prop} (male given name)
alfalfa,alfalfa {f},{n} /ælˈfælfə/ (
Alfonso,Alfonso,{prop} (male given name)
Alfred,Alfredo {m},{prop} (Male given name)
al fresco,"al aire libre, al fresco",{adj} (outdoors)
Alfvén wave,onda de Alfvén {f},{n} (a hydromagnetic shear wave in a charged plasma)
alga,alga {f},{n} /ˈæl.ɡə/ (any of many aquatic photosynthetic organisms)
algae,algas {f},{n} /ˈæl.dʒi/ (plural of alga)
algebra,álgebra {m},{n} /ˈæl.dʒɪ.bɹə/ (system for computation)
algebra,álgebra {m},{n} (structure)
algebra,álgebra {m},{n} (study of algebraic structures)
algebra,,{n} (universal algebra) SEE:
algebraic,algebraico,{adj} (relating to algebra)
algebraic equation,ecuación algebraica {f},{n} (mathematical equation)
Algeria,Argelia {f},{prop} /ælˈdʒɪəriə/ (country)
Algerian,argelino,{adj} (of Algeria or its people)
Algerian,"argelino {m}, argelina {f}",{n} /ælˈdʒɪriən/ (from Algeria)
Algherese,alguerés,{adj} (Catalan dialect)
algid,álgido {m},"{adj} /ˈældʒɪd/ (cold, chilly)"
Algiers,Argel {m},{prop} (the capital of Algeria)
algorithm,algoritmo {m},{n} /ˈælɡəɹɪðm/ (well-defined procedure)
alias,"alias {m}, seudónimo {m}",{n} /ˈeɪ.li.əs/ (another name; an assumed name)
alibi,coartada {f},{n} /ˈæl.ə.baɪ/ (criminal legal defense)
Alice,Alicia {f},{prop} /ˈæl.ɪs/ (female given name)
Alice in Wonderland,de Alicia en el mundo de maravillas,{adj} (as in a surreal fairy tale)
a lie has no legs,antes se coge al mentiroso que al cojo,{proverb} (you can't get away with a lie)
alien,"extraterrestre , alienígena , extraño {m}",{adj}
alien,"desconocido {m}, desconocida {f}","{n} /ˈeɪ.li.ən/ (person, etc. from outside)"
alien,"extranjero {m}, extranjera {f}",{n} (foreigner)
alien,"extraterrestre, alienígena",{n} (life form of non-Earth origin)
alienate,alienar,{v} /ˈeɪ.li.ə.neɪt/ (To convey or transfer)
alienate,alienar,{v} (To estrange)
alienation,alienación {f},{n} (emotional isolation or dissociation)
alienation,alienación {f},{n} (the act of alienating)
alienation,alienación {f},{n} (the state of being alienated)
alienist,,{n} /ˈeɪlɪənɪst/ (psychiatrist) SEE:
alienist,,{n} (psychologist) SEE:
alight,"bajarse, apearse","{v} /əˈlaɪt/ (to spring down, get down, or descend)"
alight,"posarse, aterrizar","{v} (to descend and settle, lodge, rest, or stop)"
align,alinearse,{v} /əˈlaɪn/ (To form in line; to fall into line)
align,"alinearse, adherirse, ingresar",{v} (To adhere oneself with a group or a way of thinking)
align,alinear,{v} (To adjust or form to a line)
alignment,"alineamiento {m}, alineación {f}",{n}
alignment,alineación {f},{n} /ɘˈɫaɪnmɘnt]/ (arrangement of items in a line)
alignment,alineamiento {m},{n} (process of adjusting a mechanism such that its parts are aligned)
alike,"igual, semejante, parecido",{adj} /əˈlaɪk/ (having resemblance; similar)
alimentary,alimenticio,{adj} (relating to food or nutrition)
alimentary canal,,{n} (digestive tract) SEE:
alimony,pensión (alimenticia) {f},{n} (a court-enforced allowance)
aline,,{v} (adhere oneself with a group or a way of thinking) SEE:
aline,,{v} (adjust or form to a line) SEE:
aline,,"{v} /əˈlaɪn/ (form in line, fall into line) SEE:"
aliphatic,alifático,{adj} /ælɪˈfætɪk/ (organic chemistry: having carbon atoms arranged in an open chain)
aliquot,"alícuota, parte alícuota",{adj} /ˈælɪkwɒt/ (contained an integral number of times)
a little,"un poco, un poquito",{adv} (to a small extent or degree)
a little bird told me,"un pajarito me lo contó, un pajarito me dijo",{phrase} (idiomatic)
alive,vivo,{adj} /əˈlaɪv/ (having life)
alive and kicking,"vivito y coleando, vivo y coleando",{adj} (healthy)
aliyah,"Aliyá {f}, Aliá {f}",{n} (immigration of Jews into Israel)
